Turnir,od,do,EventID,Organizator(i),Direktor turnira,Glavni sudac,Zamjenik glavnog suca,Sudac,Lokacija,Tempo igre,FED,State,Zadnja izmjena,ekipe,n,Rd,Rd-Akt,DB-Key,System
Kadetsko (12) prvenstvo Zadarske Županije 2026,20210917,20210919,0,Sahovski savez Zadarske zupanije,Veljko Sagi,Veljko Sagi,,Andrea Stojanović,Zadar,30+30,CRO,,21.06.2026  12:47,0,22,5,5,1442385,Schweizer System
Kadetsko (16) prvenstvo Zadarske Županije 2026,20210917,20210919,0,Sahovski savez Zadarske zupanije,Veljko Sagi,Veljko Sagi,,Andrea Stojanović,Zadar,30+30,CRO,,21.06.2026  13:24,0,10,5,5,1442410,Schweizer System
Kadetsko (8) prvenstvo Zadarske Županije 2026,20210917,20210919,0,Sahovski savez Zadarske zupanije,Veljko Sagi,Veljko Sagi,,Andrea Stojanović,Zadar,30+30,CRO,,21.06.2026  11:24,0,12,5,5,1442380,Schweizer System
Kadetsko prvenstvo Zadarske zupanije 205.,20210917,20210919,0,Sahovski savez Zadarske zupanije,Veljko Sagi,Veljko Sagi,,Veljko Sagi,Zadar,30+30,CRO,,18.05.2025  13:55,0,19,5,5,1180877,Schweizer System
Prvenstvo Elektrostojarske škole Varaždin jesen 2021.Prvenstvo ESS,20210916,20210916,,ŠD Varaždin,Miroslav Smuđ,Miroslav Smuđ,,,Varaždin,10'+5'' zasvaki odigrani potez,CRO,,16.09.2021  13:58,0,14,7,7,578993,Schweizer System
Kadetski šahovski turnir ŠAHOVSKI VAL 2021 A turnir,20210830,20210903,,ŠK Crikvenica,Nikola Sundać,Nenad Jurman,,,Crikvenica,60 min + 30 sec,CRO,,03.09.2021  22:46,0,10,6,6,576299,Schweizer System
Kadetski šahovski turnir ŠAHOVSKI VAL 2021 B turnir,20210830,20210901,,ŠK Crikvenica,Nikola Sundać,Nenad Jurman,,,Crikvenica,30 min + 30 sec,CRO,,01.09.2021  19:57,0,12,6,6,576300,Schweizer System
PPH U ŠAHU ZA ŽENE 2021.,20210822,20210829,,"Hrvtaski šahovski savez, Tehnički organizator ŠS VSŽ i Š.K. Vinkovci",Alojzije Janković,"Anto Majić, FA","Patrick Nikić, NA i voditelj prijenosa partija uživo",,"Vinkovci, Hotel ''Slavonija'', Duga ulica 1",90 minuta za 40 poteza + 30 minuta za ostatak partije uz dodatak od 30 sec. za svaki završeni potez,CRO,,29.08.2021  14:02,0,14,9,9,572364,Schweizer System
13. Otvoreno kadetsko prvenstvo Varaždinske županije A turnir U16- 26.-28. kolovoz,20210826,20210828,,Športski šahovski klub Mladost Varaždinske Toplice,Matkun Željko,Matkun Željko NA [14510839],Predrag Križanić NA [14558327],Luka Krainc NA [14510723],"Varaždinske Toplice, hotel Minerva",kolo 1-3: 15 min.+15 sek dodatka za svaki potez // kolo 4-8: 60 min.+30 sek dodatka za svaki potez,CRO,,28.08.2021  17:20,0,18,6,6,573463,Schweizer System
13. Otvoreno kadetsko prvenstvo Varaždinske županije B turnir U13- 26.-28. kolovoz,20210826,20210828,,Športski šahovski klub Mladost Varaždinske Toplice,Matkun Željko,Matkun Željko NA [14510839],Predrag Križanić NA [14558327],Luka Krainc NA [14510723],"Varaždinske Toplice, hotel Minerva",kolo 1-3: 15 min.+15 sek dodatka za svaki potez // kolo 4-8: 60 min.+30 sek dodatka za svaki potez,CRO,,28.08.2021  15:50,0,29,6,6,573462,Schweizer System
Turnir B - VII. Otvoreno kadetsko prvenstvo Grada Čakovca21.08.2021. do 25.08.2021.,20210821,20210825,,Šahovski klub Stridon i Šahovski klub Čakovec,Marko Poljan,Miroslav Tot NA (14519461),Roland Tomašić NA (14503689),Roland Tomašić NA (14503689) i Goran Pergar NA (14566443),Čakovec,60 min + 30 sec,CRO,,26.08.2021  01:26,0,12,9,9,575704,Schweizer System
"4th International Chess Tournament""Solta Chess Open 2021""",20210808,20210815,,"Chess Club Brda, Split","Mateo Ivic, FM [CRO] [14504146]","Mladen Bratosevic, IA [CRO] [14506203]","Krunoslav Lesic, IA [CRO] [14505258]","Ante Tomaš, NA [CRO] [14530929]","Solta [CRO], Grohote, Elementary School",90min + 30sec per move,CRO,,16.08.2021  12:09,0,160,9,9,560367,Schweizer System
"10th International Chess Tournament ""Split Open 2021""",20210731,20210807,,"Chess Club Brda, Split","Mateo Ivic, FM [CRO] [14504146], +385916400589",Vladimir Cvetnić IA [14516950],Denis Brulić FA [14506670],"Marko Šekelja NA [14527340], Ante Tomaš NA [14530929]",,90 mins + 30 secs per move,CRO,,07.08.2021  15:34,0,175,9,9,555890,Schweizer System
Pojedinačno prvenstvo Hrvatske za juniore do 17 godina,20210725,20210731,,Hrvatski šahovski savez,Alojzije Janković,"Vlado Karagić, FA","Borislav Vidović, NA","Pavo Matanović, ŽS","Split, Studentski centar Bruno Bušić, Spinutska 37","90'+30""",CRO,,31.07.2021  12:49,0,69,9,9,569387,Schweizer System
Pojedinačno prvenstvo Hrvatske za juniore do 19 godina,20210725,20210731,,Hrvatski šahovski savez,Alojzije Janković,"Vlado Karagić, FA","Borislav Vidović, NA","Pavo Matanović, ŽS","Studentski dom ""Bruno Bušić"" Spinutska 37, Split","90'+30"" standard",CRO,,31.07.2021  13:06,0,18,9,9,571196,Schweizer System
Pojedinačno prvenstvo Hrvatske za juniorke do 17 godina,20210725,20210731,,Hrvatski šahovski savez,Alojzije Janković,"Vlado Karagić, FA","Borislav Vidović, NA","Pavo Matanović, ŽS","Split, Studentski centar Bruno Bušić, Spinutska 37","90'+30""",CRO,,31.07.2021  13:16,0,15,9,9,569392,Schweizer System
Pojedinačno juniorsko prvenstvo Koprivničko-križevačke županije 2021.-djevojke-,20210703,20210704,,Šahovski savez Koprivničko-križevačke županije,Ivan Baruškin,"Marin Domović, CA 14570777",,,"Đurđevac, Dom kulture",30 minuta + 30 sekunda po potezu počevši od prvog,CRO,,04.07.2021  14:03,0,7,5,5,567904,Schweizer System
Pojedinačno juniorsko prvenstvo Koprivničko-križevačke županije 2021.-momci-,20210703,20210704,,Šahovski savez Koprivničko-križevačke županije,Ivan Baruškin,"Marin Domović, CA 14570777",,,"Đurđevac, Dom kulture","30 minuta + 30 sekunda po potezu, počevši od prvog",CRO,,04.07.2021  14:05,0,12,5,5,567903,Schweizer System
Pojedinacno prvenstvo Hrvatske za slijepe i slabovidne osobe 2021. godine,20210627,20210703,,HŠSSIS,IA Zoran Mijatović [14530791],IA Zoran Mijatović [14530791],NA Valter Valković [14514931],,SRC Erks Premantura,120 minuta za 40 poteza + 30 minuta do kraja partije,CRO,,03.07.2021  11:32,0,15,7,7,568259,Schweizer System
Pojedinačno kadetsko prvenstvo Hrvatske  - kadeti do 11 godina -,20210619,20210624,,Hrvatski šahovski savez,"Brkić Ivica, 14505835",IA Cvetnić Vladimir 14516950,"IA Saša Stanković, 14511436","FA Lacmanović Stipe, DS Giuseppe Ghersinich i ŽS Križanić Predrag","Trogir, hotel ""Medena""",90 minuta + 30 sekundi dodatka za svaki potez,CRO,,24.06.2021  11:06,0,34,9,9,563857,Schweizer System
Pojedinačno kadetsko prvenstvo Hrvatske  - kadeti do 13 godina -,20210619,20210624,,Hrvatski šahovski savez,Ivica Brkić,IA Vladimir Cvetnić,IA Mate Ivančić,"IA Ivica Leaković, ŽS Križanić Predrag","Trogir, hotel Medena",90 minuta + 30 sekundi dodatka za svaki potez,CRO,,24.06.2021  12:43,0,56,9,9,563907,Schweizer System
Pojedinačno kadetsko prvenstvo Hrvatske  - kadeti do 15 godina -,20210619,20210624,,Hrvatski šahovski savez,Ivica Brkić,IA Vladimir Cvetnić,IA Mate Ivančić,"IA Ivica Leaković, ŽS Križanić Predrag","Trogir, hotel Medena",90 minuta + 30 sekundi dodatka za svaki potez,CRO,,27.06.2021  13:24,0,57,9,9,563905,Schweizer System
Pojedinačno kadetsko prvenstvo Hrvatske  - kadeti do 7 godina -,20210619,20210624,,Hrvatski šahovski savez,"Brkić Ivica, 14505835","IA Cvetnić Vladimir, 14516950","IA Saša Stanković, 14511436","FA Lacmanović Stipe, DS Giuseppe Ghersinich i ŽS Križanić Predrag","Trogir, hotel ""Medena""",90 minuta + 30 sekundi dodatka za svaki potez,CRO,,25.06.2021  16:47,0,14,9,9,563852,Schweizer System
Pojedinačno kadetsko prvenstvo Hrvatske  - kadeti do 9 godina -,20210619,20210624,,Hrvatski šahovski savez,"Brkić Ivica, 14505835",IA Cvetnić Vladimir 14516950,"IA Saša Stanković, 14511436","FA Lacmanović Stipe, DS Giuseppe Ghersinich i ŽS Križanić Predrag","Trogir, hotel ""Medena""",90 minuta + 30 sekundi dodatka za svaki potez,CRO,,25.06.2021  16:49,0,25,9,9,563855,Schweizer System
Pojedinačno kadetsko prvenstvo Hrvatske  - kadetkinje do 11 godina -,20210619,20210624,,Hrvatski šahovski savez,"Brkić Ivica, 14505835",IA Cvetnić Vladimir 14516950,"IA Saša Stanković, 14511436","FA Lacmanović Stipe, DS Giuseppe Ghersinich i ŽS Križanić Predrag","Trogir, hotel ""Medena""",90 minuta + 30 sekundi dodatka za svaki potez,CRO,,25.06.2021  16:55,0,18,9,9,563856,Schweizer System
Pojedinačno kadetsko prvenstvo Hrvatske  - kadetkinje do 13 godina -,20210619,20210624,,Hrvatski šahovski savez,Ivica Brkić,IA Vladimir Cvetnić,IA Mate Ivančić,"IA Ivica Leaković, ŽS Križanić Predrag","Trogir, hotel Medena",90 minuta + 30 sekundi dodatka za svaki potez,CRO,,24.06.2021  11:24,0,15,9,9,563906,Schweizer System
Pojedinačno kadetsko prvenstvo Hrvatske  - kadetkinje do 15 godina -,20210619,20210624,,Hrvatski šahovski savez,Ivica Brkić,IA Vladimir Cvetnić,IA Mate Ivančić,"IA Ivica Leaković, ŽS Križanić Predrag","Trogir, hotel Medena",90 minuta + 30 sekundi dodatka za svaki potez,CRO,,24.06.2021  12:52,0,17,9,9,563904,Schweizer System
Prvenstvo Hrvatske za Veterane 2021.godinu,20210618,20210622,,Hrvatski šahovski savez  u suradnju sa ŠS Splitsko -dalmatinske županije,Ivica Brkić 14505835,"Mato Opačak, DS 14503026",,"Saša Tadinac, ŽS 14544962","Hotel ""Medena"" u Trogiru",30 min + 30 sec,CRO,,06.05.2022  05:28,0,20,7,7,566089,Schweizer System
Prvenstvo Istarske županije za kadete do 11 godina za 2021. godinu,20210605,20210613,,Šahovski savez Istarske županije,"NA Valković, Valter [14514931]","IA Milovac, Igor [14535661]","NA Valković, Valter [14514931]","NA Banovac, Goran [14571544]",Vodnjan,30 min + 30 sec per move,CRO,,13.06.2021  12:38,0,9,6,6,563909,Schweizer System
Prvenstvo Istarske županije za kadete do 13 godina za 2021. godinu,20210605,20210613,,Šahovski savez Istarske županije,"NA Valković, Valter [14514931]","IA Milovac, Igor [14535661]","NA Valković, Valter [14514931]","NA Banovac, Goran [14571544]",Vodnjan,30 min + 30 sec per move,CRO,,13.06.2021  13:44,0,10,6,6,563910,Schweizer System
U13- Pojedinačno kadetsko prvenstvo Zagrebačke županije,20210605,20210606,,ŠSZŽ i ŠK Sveta Nedelja,Igor Ševo,Damir Mihalinec,,Robert Kupek,Sveta Nedelja,30 min. + 30 sec.,CRO,,06.06.2021  13:44,0,8,6,6,564099,Schweizer System
U9 - Pojedinačno kadetsko prvenstvo Zagrebačke županije,20210605,20210606,,ŠSZŽ i ŠK Sveta Nedelja,Igor Ševo,Damir Mihalinec,,Robert Kupek,Sveta Nedelja,30 min. + 30 sec.,CRO,,06.06.2021  13:47,0,8,5,5,564137,Schweizer System
"Pojedinačno kadetsko prvenstvo Primorsko-goranske županije kadeti do 13 god, 22.-23.05.2021.",20210522,20210523,,Šahovski savez Primorsko-goranske županije,Siniša Kvaternik,"IA Birk, Bojan 14527677",,,"Kraljevica, Dvorac Frankopan, Rovina 6",30 min + 30 sek/potez,CRO,,24.05.2021  10:10,0,27,6,6,561486,Schweizer System
Kadetski turnir kluba ŠD VaraždinU16 ŠD Varaždin,20210521,20210522,,ŠD Varaždin,Miljenko Kelemen,Miroslav Smuđ,,,Varaždin,30'+30'' zasvaki odigrani potez,CRO,,22.05.2021  16:20,0,19,5,5,561714,Schweizer System
